Date;Catégorie d'appareil;Continent;Pays;Utilisateurs;Sessions;Pages vues;Chiffre d'affaires;Transactions;Taux de rebond
20190929;mobile;Americas;Brazil;3 611;6 688;9 554;45 773;883;50%
20190929;desktop;Africa;Egypt;11 010;12 371;17 424;5 427;840;54%
20190929;desktop;Americas;Colombia;28 566;40 234;55 880;10 367;682;47%
20190929;mobile;Africa;Egypt;8 486;9 984;15 360;41 640;162;17%
20190929;mobile;Africa;South Africa;3 647;4 737;7 177;286;597;19%
20190929;mobile;Americas;Argentina;57 748;68 748;90 458;20 098;655;34%
20190929;tablet;Americas;Canada;25 615;30 494;39 603;25 569;170;68%
20190929;tablet;Americas;Mexico;12 807;19 404;22 304;20 231;148;42%
20190929;desktop;Africa;South Africa;722;1 312;1 526;1 789;150;15%
20190929;desktop;Americas;Argentina;20 588;30 276;42 642;34 349;587;56%
20190929;mobile;Africa;Morocco;26 510;33 988;37 349;43 832;308;75%
20190929;mobile;Africa;Nigeria;33 928;40 391;63 111;20 705;105;11%
20190929;mobile;Americas;Colombia;29 165;53 026;66 283;42 237;709;53%
20190930;mobile;Asia;South Korea;11 787;13 096;19 259;30 290;273;36%
20190930;mobile;Europe;Belgium;8 180;8 702;14 265;27 380;918;35%
20190930;mobile;Europe;France;51 963;69 284;89 979;38 147;498;41%
20190930;mobile;Europe;Poland;11 972;13 303;22 171;29 960;933;48%
20190930;tablet;Europe;United Kingdom;21 444;29 783;38 679;42 539;981;49%
20190930;desktop;Oceania;New Zealand;56 235;78 104;92 981;1 328;37;46%
20190930;mobile;Asia;Indonesia;2 326;4 080;4 916;41 592;345;37%
20190930;mobile;Europe;Sweden;21 484;22 855;36 278;23 798;166;40%
20190930;desktop;Europe;Finland;30 032;51 780;63 146;34 530;308;48%
20190930;mobile;Europe;Russia;56 764;66 005;94 293;5 143;96;70%
20190930;tablet;Oceania;Australia;28 847;35 179;46 288;1 890;978;67%
20190930;tablet;Asia;Japan;38 656;47 723;62 794;28 348;66;43%
20190930;mobile;Asia;China;48 490;68 295;81 304;45 800;690;31%
20190930;mobile;Europe;Switzerland;8 151;12 540;17 914;34 723;305;68%
20190930;tablet;Asia;South Korea;29 607;37 958;61 223;30 844;154;48%
20190930;tablet;Europe;Belgium;41 244;45 323;66 652;35 293;930;49%
20190930;tablet;Europe;Italy;22 474;24 971;39 637;39 009;419;24%
20190930;desktop;Europe;United Kingdom;21 820;27 275;36 367;37 162;761;40%
20190930;desktop;Asia;India;26 578;50 146;72 676;29 236;602;80%
20190930;mobile;Asia;India;45 635;77 348;81 419;10 478;748;10%
20190930;desktop;Europe;France;6 129;11 787;12 407;35 794;837;55%
20190930;mobile;Europe;United Kingdom;8 449;14 081;17 384;19 534;134;55%
20190930;desktop;Europe;Spain;19 865;31 039;33 375;29 573;837;72%
20190930;desktop;Europe;Germany;22 286;26 218;34 498;3 368;399;35%
20190930;desktop;Oceania;Australia;6 151;8 312;8 749;40 067;555;55%
20190930;desktop;Europe;Italy;9 126;10 864;14 109;26 586;723;76%
20190930;desktop;Asia;Japan;31 474;50 764;75 767;38 395;581;23%
20190930;desktop;Asia;South Korea;35 317;44 705;62 090;18 090;446;12%
20190930;desktop;Europe;Russia;30 990;58 472;87 272;17 852;59;45%
20190930;desktop;Europe;Sweden;24 414;30 141;39 659;31 196;620;24%
20190930;desktop;Europe;Belgium;32 235;46 050;56 852;48 580;715;21%
20190930;mobile;Asia;Japan;4 405;6 293;9 989;30 866;559;30%
20190930;mobile;Europe;Italy;3 352;3 724;5 320;38 907;614;40%
20190930;desktop;Europe;Switzerland;5 607;10 384;14 625;24 592;757;85%
20190930;mobile;Europe;Germany;40 157;52 839;62 903;3 742;799;25%
20190930;mobile;Europe;Spain;47 871;59 100;82 083;23 960;658;85%
20190930;desktop;Europe;Poland;48 379;63 656;92 255;8 794;864;40%
20190930;desktop;Asia;China;41 350;72 545;77 175;16 862;829;72%
20190930;desktop;Europe;Portugal;10 574;11 749;15 258;6 992;643;35%
20190930;mobile;Oceania;Australia;35 591;56 494;66 464;5 925;339;35%
20190930;desktop;Asia;Indonesia;78 717;87 463;98 273;21 889;309;11%
20190930;desktop;Americas;United States;17 757;23 995;38 088;21 221;312;46%
20190930;mobile;Americas;United States;653;1 020;1 325;24 480;337;75%
20190930;desktop;Americas;Canada;16 142;24 834;29 216;9 748;872;33%
20190930;desktop;Americas;Brazil;45 873;49 862;60 075;39 493;634;26%
20190930;desktop;Americas;Mexico;18 702;23 377;29 591;11 705;452;67%
20190930;mobile;Americas;Canada;13 546;18 305;22 881;34 020;448;11%
20190930;desktop;Americas;Argentina;6 764;9 664;13 805;25 987;168;53%
20190930;tablet;Americas;United States;4 501;6 719;8 958;47 589;259;73%
20190930;desktop;Americas;Colombia;57 690;80 125;92 098;27 531;233;22%
20190930;mobile;Americas;Brazil;13 097;16 579;23 684;43 298;890;85%
20190930;mobile;Africa;South Africa;46 139;90 469;98 336;22 840;870;17%
20190930;mobile;Americas;Mexico;18 648;35 862;56 034;6 400;430;76%
20190930;desktop;Africa;Morocco;33 237;36 127;40 592;25 545;732;63%
20190930;desktop;Africa;Kenya;40 097;58 111;67 571;4 417;287;23%
20190930;mobile;Africa;Nigeria;24 494;26 624;41 600;3 487;989;66%
20190930;desktop;Africa;Egypt;38 393;55 642;77 281;9 362;32;19%
20190930;desktop;Africa;Nigeria;12 324;23 701;33 858;47 655;747;42%
20190930;mobile;Africa;Egypt;9 741;13 164;15 487;45 566;454;80%
20190930;mobile;Africa;Morocco;17 133;19 694;26 258;25 140;218;68%
20190930;tablet;Americas;Canada;47 344;63 125;71 733;3 623;983;47%
20191001;mobile;Europe;Sweden;42 281;59 551;99 251;28 117;57;68%
20191001;tablet;Oceania;Australia;49 649;61 295;65 207;44 222;748;14%
20191001;desktop;Europe;Belgium;22 548;29 283;36 152;39 734;503;22%
20191001;mobile;Asia;South Korea;39 544;48 224;66 060;45 126;658;73%
20191001;mobile;Europe;Poland;25 113;45 661;50 734;32 117;922;75%
20191001;mobile;Europe;Russia;15 323;19 396;29 840;46 021;59;74%
20191001;tablet;Europe;Germany;47 212;54 267;84 792;21 626;993;12%
20191001;desktop;Europe;Portugal;47 043;77 119;96 399;40 916;956;14%
20191001;mobile;Asia;China;13 745;25 453;27 078;26 831;461;65%
20191001;mobile;Europe;Belgium;17 497;19 660;23 129;25 301;161;82%
20191001;tablet;Asia;Japan;23 570;26 483;29 756;38 130;250;71%
20191001;tablet;Europe;Spain;34 350;36 542;48 723;37 193;942;15%
20191001;tablet;Europe;Italy;42 698;80 563;86 627;29 216;982;25%
20191001;mobile;Europe;Portugal;44 913;53 468;68 549;35 518;324;24%
20191001;tablet;Asia;India;6 045;7 652;8 695;37 742;891;64%
20191001;tablet;Europe;France;7 204;8 094;10 792;48 403;818;36%
20191001;desktop;Europe;United Kingdom;32 199;37 010;48 065;8 487;997;56%
20191001;desktop;Asia;India;42 316;71 723;78 816;10 707;287;13%
20191001;mobile;Asia;India;24 836;37 631;59 731;16 741;893;65%
20191001;desktop;Europe;France;43 269;49 170;80 606;10 749;599;10%
20191001;desktop;Europe;Spain;65 071;69 225;76 071;931;252;74%
20191001;desktop;Europe;Germany;47 585;50 622;56 247;39 881;71;34%
20191001;desktop;Asia;Japan;2 048;3 103;4 849;29 242;78;72%
20191001;mobile;Europe;United Kingdom;11 664;20 110;27 548;38 401;675;46%
20191001;desktop;Oceania;Australia;66 586;73 984;86 028;870;854;48%
20191001;desktop;Asia;South Korea;7 381;14 473;19 297;28 544;221;62%
20191001;desktop;Europe;Italy;43 401;65 759;79 228;194;393;57%
20191001;mobile;Asia;Japan;25 597;44 133;71 183;13 626;641;31%
20191001;mobile;Europe;Italy;8 777;10 206;12 296;28 156;454;40%
20191001;mobile;Oceania;Australia;63 287;74 455;88 637;42 962;193;67%
20191001;desktop;Europe;Poland;49 489;77 326;93 164;40 354;453;25%
20191001;mobile;Europe;Germany;33 048;50 073;56 262;23 199;220;69%
20191001;desktop;Europe;Russia;39 265;46 744;51 367;2 416;602;74%
20191001;mobile;Asia;Indonesia;57 217;68 936;78 336;31 561;455;67%
20191001;desktop;Europe;Switzerland;6 602;9 044;14 131;12 892;81;27%
20191001;desktop;Europe;Sweden;7 333;9 649;14 402;2 830;300;78%
20191001;tablet;Europe;United Kingdom;50 147;56 985;81 407;2 008;812;33%
20191001;desktop;Oceania;New Zealand;34 232;61 129;73 649;32 470;119;85%
20191001;desktop;Asia;Indonesia;52 769;61 359;97 396;47 703;959;31%
20191001;mobile;Europe;France;30 066;39 560;51 377;22 099;229;70%
20191001;desktop;Asia;China;23 918;32 765;54 608;16 102;403;17%
20191001;desktop;Europe;Finland;45 831;69 441;73 096;28 311;178;10%
20191001;mobile;Europe;Spain;4 892;9 784;10 993;49 037;255;61%
20191001;desktop;Americas;United States;40 412;54 611;67 421;6 660;188;10%
20191001;mobile;Americas;United States;7 241;9 920;16 262;26 247;125;83%
20191001;desktop;Americas;Canada;29 509;59 019;89 422;31 665;59;44%
20191001;desktop;Americas;Brazil;13 397;25 277;33 259;3 745;628;55%
20191001;desktop;Americas;Mexico;61 393;85 268;96 895;35 444;669;70%
20191001;tablet;Americas;United States;38 482;71 262;93 766;32 085;735;55%
20191001;mobile;Americas;Canada;69 277;75 301;84 608;11 449;468;69%
20191001;desktop;Americas;Colombia;62 127;66 804;86 758;20 040;473;12%
20191001;desktop;Americas;Argentina;3 510;5 087;6 968;44 938;613;34%
20191001;mobile;Americas;Mexico;57 907;68 126;95 952;38 765;593;74%
20191001;mobile;Africa;South Africa;36 151;66 946;71 219;28 053;985;52%
20191001;mobile;Americas;Colombia;12 881;23 421;29 276;30 383;142;10%
20191001;tablet;Americas;Canada;4 947;9 162;10 907;42 228;794;25%
20191001;desktop;Africa;Kenya;47 324;51 439;57 797;16 948;157;60%
20191001;desktop;Africa;Nigeria;13 689;17 549;21 666;34 024;119;62%
20191001;mobile;Africa;Nigeria;16 851;18 934;22 540;29 260;684;23%
20191001;mobile;Americas;Argentina;16 930;19 023;27 175;17 826;679;61%
20191001;desktop;Africa;Algeria;37 248;53 211;58 474;23 138;148;42%
20191001;desktop;Africa;Egypt;22 565;45 130;69 431;29 374;681;71%
20191001;desktop;Africa;Morocco;6 982;12 695;13 651;34 368;691;10%
20191001;desktop;Africa;South Africa;50 627;59 562;97 642;44 788;631;12%
20191001;mobile;Americas;Brazil;38 583;46 485;57 389;36 893;758;17%
20191002;desktop;Asia;China;1 506;2 468;3 684;4 760;928;14%
20191002;mobile;Europe;Spain;1 403;1 509;1 588;6 884;500;67%
20191002;mobile;Europe;Poland;23 253;46 505;61 191;33 992;573;15%
20191002;mobile;Asia;China;8 605;14 107;23 511;15 911;274;78%
20191002;mobile;Asia;South Korea;37 369;58 389;85 866;13 379;772;78%
20191002;mobile;Europe;Belgium;30 859;35 882;51 260;34 288;830;54%
20191002;tablet;Europe;United Kingdom;9 816;17 222;28 232;47 262;384;79%
20191002;mobile;Europe;Finland;23 906;25 164;29 261;32 275;958;36%
20191002;mobile;Europe;Portugal;6 889;9 703;11 026;27 833;25;81%
20191002;tablet;Europe;Germany;35 273;55 988;91 784;7 796;599;60%
20191002;desktop;Europe;Finland;4 389;7 314;8 505;23 093;211;31%
20191002;desktop;Europe;Portugal;17 341;29 392;48 987;16 205;20;28%
20191002;tablet;Oceania;Australia;23 912;40 528;48 829;13 220;91;76%
20191002;tablet;Asia;Japan;24 325;47 697;56 782;8 845;354;30%
20191002;tablet;Europe;Spain;55 365;77 979;89 631;32 563;212;75%
20191002;tablet;Europe;France;23 725;44 765;48 134;36 741;264;23%
20191002;desktop;Europe;France;24 720;29 784;39 189;10 467;372;74%
20191002;desktop;Europe;United Kingdom;28 527;46 011;50 562;39 415;368;22%
20191002;desktop;Asia;India;20 475;29 250;45 703;44 456;275;10%
20191002;mobile;Asia;India;18 563;22 365;29 427;33 978;416;62%
20191002;desktop;Europe;Germany;21 265;42 529;70 882;34 235;647;13%
20191002;desktop;Europe;Spain;66 628;78 386;97 982;26 552;842;22%
20191002;desktop;Europe;Sweden;26 493;28 487;41 892;27 238;61;58%
20191002;desktop;Asia;Japan;65 698;69 892;99 845;22 738;523;58%
20191002;mobile;Europe;United Kingdom;13 250;21 371;22 980;43 190;658;59%
20191002;desktop;Oceania;Australia;39 306;42 724;51 475;33 293;421;71%
20191002;mobile;Europe;Germany;54 819;85 655;94 126;30 409;192;77%
20191002;desktop;Europe;Poland;30 751;53 020;57 630;36 882;382;40%
20191002;desktop;Asia;Indonesia;10 621;13 975;21 500;45 811;54;40%
20191002;desktop;Europe;Belgium;1 772;2 302;2 740;44 872;307;42%
20191002;desktop;Europe;Italy;55 039;73 385;96 559;1 484;825;59%
20191002;mobile;Asia;Japan;51 029;85 049;98 894;15 650;676;24%
20191002;desktop;Asia;South Korea;7 126;11 683;15 372;19 478;455;81%
20191002;mobile;Oceania;Australia;22 149;37 540;49 395;6 248;970;79%
20191002;mobile;Asia;Indonesia;16 819;27 128;32 295;33 954;244;42%
20191002;mobile;Europe;France;56 416;72 328;90 410;22 692;711;22%
20191002;desktop;Oceania;New Zealand;25 253;32 796;38 583;6 021;949;23%
20191002;desktop;Europe;Switzerland;34 648;46 198;65 067;31 885;352;58%
20191002;desktop;Europe;Russia;23 162;38 603;45 415;39 597;546;83%
20191002;mobile;Europe;Switzerland;23 207;36 836;54 979;6 820;45;83%
20191002;mobile;Europe;Italy;10 905;12 392;18 223;41 022;417;66%
20191002;mobile;Europe;Russia;25 688;31 327;43 510;36 259;317;52%
20191002;desktop;Americas;United States;10 413;12 855;20 086;35 718;778;35%
20191002;mobile;Americas;United States;16 373;26 842;41 940;36 367;952;37%
20191002;desktop;Americas;Canada;20 468;33 554;41 942;37 675;101;67%
20191002;mobile;Americas;Canada;26 060;51 098;66 361;29 572;403;52%
20191002;desktop;Americas;Brazil;12 073;13 414;14 741;19 102;529;70%
20191002;tablet;Americas;United States;37 522;70 796;80 450;26 048;137;77%
20191002;desktop;Americas;Argentina;2 280;2 620;3 317;20 904;341;68%
20191002;desktop;Americas;Colombia;43 594;59 718;85 311;38 687;567;74%
20191002;desktop;Americas;Mexico;32 501;59 092;62 864;20 797;233;16%
20191002;mobile;Americas;Argentina;15 451;27 107;44 437;11 161;514;23%
20191002;mobile;Americas;Brazil;54 095;71 177;79 086;48 478;210;30%
20191002;desktop;Africa;South Africa;3 576;4 833;8 055;21 518;792;59%
20191002;mobile;Americas;Mexico;30 751;58 020;80 584;27 608;501;13%
20191002;desktop;Africa;Morocco;7 129;10 640;12 667;29 835;382;52%
20191002;mobile;Africa;South Africa;5 325;10 240;13 299;26 974;147;34%
20191002;desktop;Africa;Algeria;31 458;35 346;51 226;43 125;840;54%
20191002;desktop;Africa;Egypt;22 766;32 065;39 586;10 851;691;38%
20191002;desktop;Africa;Kenya;58 735;73 419;78 945;25 622;36;20%
20191002;desktop;Africa;Nigeria;45 051;52 384;60 912;46 436;824;80%
20191002;mobile;Africa;Morocco;29 208;53 106;75 866;42 278;133;25%
20191002;mobile;Africa;Nigeria;34 390;56 377;82 908;48 250;748;82%
20191002;mobile;Americas;Colombia;36 011;50 720;67 627;15 030;327;11%
20191002;tablet;Americas;Canada;35 235;52 590;78 492;32 870;970;55%
20191003;desktop;Asia;China;23 220;38 065;56 814;10 719;148;64%
20191003;desktop;Europe;Sweden;40 249;60 984;85 893;37 105;247;45%
20191003;mobile;Europe;Switzerland;801;1 430;2 235;44 406;307;81%
20191003;mobile;Europe;France;43 369;47 659;61 101;37 617;377;25%
20191003;mobile;Europe;Poland;14 213;14 961;22 002;36 589;818;12%
20191003;mobile;Europe;Sweden;53 322;76 175;97 660;41 294;30;49%
20191003;tablet;Europe;United Kingdom;22 059;27 923;42 308;20 633;176;73%
20191003;desktop;Europe;Finland;37 838;51 133;81 163;4 797;541;66%
20191003;tablet;Europe;France;10 479;17 179;24 196;3 111;421;56%
20191003;mobile;Asia;South Korea;55 677;61 183;78 440;25 226;37;36%
20191003;mobile;Europe;Finland;14 550;21 397;31 010;43 744;809;18%
20191003;tablet;Europe;Spain;40 043;75 553;98 121;44 246;525;30%
20191003;mobile;Oceania;New Zealand;15 317;26 873;33 176;14 393;642;26%
20191003;mobile;Asia;China;33 679;59 086;98 477;17 257;817;34%
20191003;mobile;Europe;Portugal;40 814;42 962;71 603;49 618;520;81%
20191003;tablet;Oceania;Australia;62 126;91 362;96 171;4 242;936;43%
20191003;tablet;Asia;India;41 230;48 506;64 674;26 878;17;77%
20191003;tablet;Asia;Japan;35 576;42 863;59 532;45 515;201;66%
20191003;tablet;Europe;Germany;9 378;11 437;13 455;48 195;318;73%
20191003;mobile;Europe;Russia;40 669;60 700;97 904;5 879;831;84%
20191003;desktop;Europe;Russia;62 899;76 706;81 602;29 565;42;31%
20191003;desktop;Europe;United Kingdom;4 927;8 212;9 124;22 667;328;80%
20191003;desktop;Asia;India;6 822;8 636;13 708;43 537;700;33%
20191003;desktop;Europe;France;13 945;16 029;22 898;10 425;618;17%
20191003;desktop;Europe;Spain;195;295;378;25 208;18;14%
20191003;mobile;Europe;United Kingdom;5 817;7 968;11 223;36 045;567;57%
20191003;desktop;Asia;Japan;13 283;14 758;23 426;28 941;512;60%
20191003;mobile;Asia;India;6 336;6 887;8 298;164;370;33%
20191003;desktop;Europe;Germany;33 408;40 250;47 353;12 024;941;54%
20191003;desktop;Europe;Italy;19 601;33 795;45 669;47 309;43;35%
20191003;mobile;Europe;Germany;78 869;90 654;96 440;1 025;317;67%
20191003;desktop;Asia;South Korea;36 517;47 425;64 966;30 514;216;70%
20191003;desktop;Oceania;Australia;17 531;24 015;38 119;26 037;391;72%
20191003;mobile;Oceania;Australia;65 081;82 381;94 691;2 449;737;12%
20191003;desktop;Europe;Poland;48 012;62 353;82 043;22 690;109;60%
20191003;mobile;Europe;Italy;5 264;10 321;16 126;49 142;775;73%
20191003;mobile;Asia;Japan;27 054;53 047;85 560;29 229;917;29%
20191003;mobile;Europe;Spain;54 690;69 228;74 439;27 732;574;39%
20191003;desktop;Europe;Belgium;12 481;21 896;34 756;48 688;820;38%
20191003;desktop;Europe;Switzerland;45 625;51 847;83 624;46 468;604;85%
20191003;desktop;Europe;Portugal;25 350;34 726;43 407;20 213;921;11%
20191003;desktop;Oceania;New Zealand;9 904;11 384;18 663;11 525;508;17%
20191003;mobile;Asia;Indonesia;30 282;41 482;65 844;13 637;241;43%
20191003;desktop;Asia;Indonesia;55 298;62 838;81 608;36 336;606;14%
20191003;tablet;Europe;Russia;12 163;18 429;22 752;41 340;428;82%
20191003;desktop;Americas;United States;40 843;53 042;61 677;45 486;855;77%
20191003;mobile;Americas;United States;9 675;16 973;25 333;34 227;161;50%
20191003;desktop;Americas;Canada;18 260;21 738;28 984;21 259;535;65%
20191003;mobile;Americas;Canada;55 483;72 056;85 781;31 411;454;35%
20191003;desktop;Americas;Brazil;47 193;69 401;82 620;31 047;367;23%
20191003;desktop;Americas;Colombia;38 937;44 246;50 280;15 084;311;29%
20191003;tablet;Americas;United States;49 488;62 643;75 473;22 075;377;54%
20191003;desktop;Americas;Mexico;23 086;32 516;50 024;15 158;135;15%
20191003;mobile;Americas;Colombia;52 138;77 818;92 641;27 664;460;70%
20191003;desktop;Americas;Argentina;59 420;90 030;98 934;4 054;102;58%
20191003;desktop;Africa;South Africa;29 882;57 465;63 148;9 536;318;19%
20191003;mobile;Americas;Brazil;44 891;73 593;90 855;35 021;764;42%
20191003;desktop;Africa;Morocco;33 264;61 600;70 000;49 132;298;63%
20191003;desktop;Africa;Nigeria;4 409;7 473;10 526;11 186;452;69%
20191003;mobile;Americas;Mexico;17 118;25 549;38 711;116;658;62%
20191003;mobile;Africa;Egypt;22 122;35 681;58 494;44 228;262;77%
20191003;mobile;Africa;Nigeria;27 716;35 084;46 778;47 943;588;63%
20191003;mobile;Africa;Algeria;12 758;21 996;33 840;21 928;220;52%
20191003;mobile;Americas;Argentina;5 027;8 378;9 414;8 061;736;44%
20191003;tablet;Africa;South Africa;44 127;54 478;76 730;10 815;293;57%
20191003;tablet;Americas;Canada;6 902;8 963;9 959;25 497;945;21%
20191004;mobile;Asia;South Korea;39 866;57 777;70 460;9 363;592;72%
20191004;mobile;Europe;Switzerland;33 343;61 747;78 161;40 642;188;52%
20191004;mobile;Europe;Spain;69 245;86 556;94 083;33 629;907;71%
20191004;desktop;Oceania;New Zealand;5 753;11 505;17 432;47 284;629;71%
20191004;desktop;Asia;Indonesia;14 050;20 661;26 833;45 160;662;84%
20191004;desktop;Europe;Belgium;18 557;27 696;32 584;24 591;187;21%
20191004;mobile;Europe;Sweden;49 822;54 154;58 230;4 141;200;20%
20191004;tablet;Oceania;Australia;77 157;82 082;92 227;5 058;84;46%
20191004;desktop;Europe;Finland;15 794;22 563;29 302;35 282;662;69%
20191004;mobile;Asia;China;14 100;25 637;34 644;20 738;156;19%
20191004;mobile;Europe;Belgium;48 196;79 009;90 815;13 854;948;81%
20191004;mobile;Europe;Finland;36 383;52 729;57 944;43 177;709;23%
20191004;tablet;Europe;Germany;2 750;3 929;5 457;49 766;156;56%
20191004;tablet;Europe;France;36 226;41 166;46 254;7 610;879;25%
20191004;tablet;Europe;United Kingdom;13 469;19 241;21 619;28 893;26;42%
20191004;tablet;Europe;Russia;18 266;29 461;40 358;6 598;203;35%
20191004;desktop;Europe;United Kingdom;38 900;54 789;84 290;2 760;242;48%
20191004;desktop;Asia;India;4 079;4 688;6 997;1 036;905;43%
20191004;mobile;Asia;India;60 644;75 805;94 756;47 597;799;47%
20191004;mobile;Europe;United Kingdom;24 732;37 473;45 148;7 235;289;65%
20191004;desktop;Europe;France;8 189;10 110;16 574;45 134;500;32%
20191004;desktop;Asia;Japan;8 027;12 742;17 946;11 740;916;26%
20191004;desktop;Europe;Spain;53 710;70 671;91 781;35 633;824;77%
20191004;desktop;Europe;Russia;14 651;28 727;36 830;16 394;249;56%
20191004;desktop;Europe;Germany;17 745;25 350;40 887;46 865;720;63%
20191004;mobile;Europe;Russia;24 482;27 507;45 094;47 689;403;10%
20191004;desktop;Europe;Italy;2 985;5 427;9 045;13 613;203;50%
20191004;mobile;Europe;Germany;20 861;31 608;42 713;16 050;726;44%
20191004;mobile;Asia;Japan;37 871;51 879;54 609;8 637;839;29%
20191004;mobile;Asia;Indonesia;57 132;68 834;79 119;21 311;549;23%
20191004;desktop;Europe;Poland;21 250;25 298;32 023;15 920;346;31%
20191004;mobile;Oceania;Australia;27 618;46 030;49 495;5 255;729;54%
20191004;desktop;Oceania;Australia;14 948;19 668;31 219;8 622;857;72%
20191004;desktop;Asia;South Korea;30 698;49 513;72 813;17 354;138;23%
20191004;desktop;Europe;Switzerland;24 642;38 504;60 162;49 508;843;45%
20191004;desktop;Europe;Sweden;37 160;48 895;71 904;48 675;794;81%
20191004;mobile;Europe;Italy;10 458;12 160;15 590;33 515;192;26%
20191004;desktop;Asia;China;16 087;27 266;37 350;33 703;492;80%
20191004;desktop;Europe;Portugal;58 594;75 121;82 550;27 965;140;79%
20191004;mobile;Europe;France;43 991;63 755;91 079;1 958;724;38%
20191004;mobile;Europe;Poland;18 849;22 710;25 233;38 847;217;16%
20191004;desktop;Americas;United States;16 430;25 277;34 626;23 156;331;60%
20191004;mobile;Americas;United States;57 163;81 662;90 735;36 259;354;61%
20191004;desktop;Americas;Canada;31 105;51 841;77 375;11 285;79;41%
20191004;tablet;Americas;United States;16 076;22 328;33 326;46 794;418;48%
20191004;desktop;Americas;Brazil;26 954;33 692;39 638;38 451;650;84%
20191004;mobile;Americas;Canada;8 075;15 236;19 045;36 881;876;70%
20191004;desktop;Americas;Argentina;30 913;35 129;55 760;33 080;208;20%
20191004;desktop;Americas;Colombia;16 096;27 282;34 534;5 939;929;45%
20191004;mobile;Americas;Mexico;10 789;17 126;27 184;31 730;578;43%
20191004;desktop;Americas;Mexico;57 099;72 277;93 866;17 551;758;34%
20191004;mobile;Africa;Nigeria;38 328;69 687;87 109;45 315;646;71%
20191004;mobile;Americas;Brazil;52 765;64 348;68 455;25 869;658;42%
20191004;desktop;Africa;Morocco;16 667;24 875;34 076;24 185;807;79%
20191004;mobile;Africa;Egypt;5 554;10 891;16 501;43 828;230;65%
20191004;mobile;Americas;Colombia;48 993;58 325;70 271;552;617;38%
20191004;tablet;Americas;Canada;27 839;31 999;39 505;39 335;511;37%
20191004;desktop;Africa;Algeria;27 990;47 441;62 422;45 038;740;55%
20191004;desktop;Africa;Egypt;21 584;31 282;41 709;5 431;821;16%
20191004;desktop;Africa;South Africa;25 171;26 496;38 965;29 382;403;83%
20191004;mobile;Africa;South Africa;49 431;72 692;99 578;46 524;689;40%
20191004;mobile;Africa;Kenya;17 456;29 094;37 784;26 054;161;60%
20191004;mobile;Americas;Argentina;34 744;69 487;80 799;16 443;166;73%
20191004;tablet;Americas;Colombia;63 327;75 389;79 357;2 149;24;47%
20191005;mobile;Asia;China;36 612;51 567;66 970;46 410;927;40%
20191005;mobile;Europe;Switzerland;55 440;84 000;95 454;29 032;994;42%
20191005;mobile;Europe;Spain;34 219;53 468;58 756;28 944;537;35%
20191005;tablet;Europe;United Kingdom;1 615;2 243;3 618;33 750;135;85%
20191005;desktop;Oceania;New Zealand;48 465;62 134;73 099;46 842;843;64%
20191005;desktop;Europe;Poland;39 275;42 690;45 903;42 583;482;16%
20191005;mobile;Europe;Belgium;49 688;85 669;92 117;28 883;498;55%
20191005;desktop;Europe;Belgium;53 650;70 592;90 502;4 143;979;71%
20191005;desktop;Europe;Switzerland;24 769;38 107;50 809;20 972;210;17%
20191005;mobile;Oceania;New Zealand;59 462;78 240;99 038;43 606;146;75%
20191005;mobile;Europe;Finland;4 121;4 338;6 996;35 571;346;26%
20191005;mobile;Europe;Poland;38 291;73 636;81 818;9 927;492;13%
20191005;mobile;Europe;Sweden;26 420;38 290;44 012;29 709;49;51%
20191005;desktop;Europe;Finland;12 554;15 891;19 379;5 339;593;24%
20191005;desktop;Europe;Sweden;2 296;3 704;5 528;3 534;63;28%
20191005;mobile;Europe;Portugal;43 148;57 530;64 641;45 127;615;30%
20191005;tablet;Oceania;Australia;39 119;73 810;88 928;15 686;594;50%
20191005;tablet;Asia;China;2 567;3 169;5 112;21 191;425;28%
20191005;tablet;Asia;Japan;28 746;48 722;58 002;20 066;834;60%
20191005;tablet;Europe;Spain;824;969;1 114;27 792;870;47%
20191005;tablet;Europe;France;55 256;83 721;89 065;31 398;458;72%
20191005;tablet;Europe;Russia;40 364;56 061;84 941;21 065;656;30%
20191005;desktop;Asia;India;4 068;5 424;8 891;38 978;521;29%
20191005;mobile;Asia;India;21 724;32 915;42 199;16 443;756;80%
20191005;desktop;Europe;United Kingdom;48 472;71 282;84 860;47 478;179;29%
20191005;mobile;Europe;United Kingdom;64 039;87 725;96 401;48 498;575;11%
20191005;desktop;Asia;Japan;21 801;29 864;43 918;16 594;374;63%
20191005;desktop;Europe;Spain;6 020;12 041;14 334;6 416;326;69%
20191005;mobile;Asia;Indonesia;16 321;24 728;32 971;25 946;234;13%
20191005;desktop;Europe;Germany;39 219;48 419;58 336;11 325;532;10%
20191005;desktop;Europe;France;55 743;67 160;72 215;25 758;308;77%
20191005;mobile;Asia;Japan;42 882;58 742;91 785;22 800;87;21%
20191005;desktop;Oceania;Australia;40 949;63 983;74 399;35 724;309;71%
20191005;mobile;Europe;Germany;359;399;539;48 702;479;44%
20191005;mobile;Europe;Italy;27 680;54 274;67 005;2 668;699;37%
20191005;mobile;Europe;Russia;37 673;54 598;69 998;38 645;104;30%
20191005;desktop;Europe;Russia;26 377;49 767;66 356;18 609;233;30%
20191005;mobile;Oceania;Australia;29 817;57 340;79 639;7 235;925;66%
